Field Sample Number,Project Name,Station Name,Station Number,Station Latitude,Station Longitude,Location,Location Latitude,Location Longitude,Sample Date,Matrix,Parameter,Measurement Value,Flag
2000PN070017,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-09-19 10:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2000PN070018,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2000-10-18 10:40:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2000PN070019,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-01-28 12:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2000PN070020,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-02-28 14:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2000PN070021,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-03-25 13:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2001PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-06-17 13:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2001PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-07-08 09:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2001PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-09-01 16:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2001PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2001-09-29 18:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2001PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-01-07 12:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2001PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-02-04 14:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-06-02 17:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-06-25 11:50:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-07-17 13:25:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-08-21 13:46:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2002-09-17 12:10:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-01-27 13:45:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2002PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-02-25 12:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-05-30 13:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-06-28 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-07-27 13:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-08-27 11:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2003-10-07 14:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-01-06 14:10:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-02-17 12:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2003PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-03-20 12:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-05-31 13:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-07-31 13:40:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-08-14 12:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-09-20 13:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2004-10-17 11:42:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-01-21 15:10:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-02-20 13:55:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2004PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-03-16 12:45:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-05-27 11:34:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-06-11 13:15:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-07-12 11:10:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-08-20 13:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-09-16 14:55:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2005-10-12 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-01-18 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-02-21 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2005PN070009,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-03-20 12:45:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-05-15 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-06-11 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-07-08 12:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-08-15 12:45:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-09-17 14:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2006-10-14 14:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-03-06 14:45:05,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2006PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-03-05 12:23:39,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-04-03 11:30:01,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-06-06 13:30:22,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-07-16 12:00:28,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-08-14 12:00:56,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-09-13 11:13:10,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2007-10-10 12:30:38,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070010,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-01-16 13:27:04,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070011,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-02-10 11:45:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2007PN070012,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-03-10 11:45:47,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-04-03 12:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-06-03 11:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-07-07 11:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-08-02 14:35:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-09-10 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2008-10-05 13:00:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-01-06 12:30:14,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070008,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-02-17 12:30:21,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2008PN070009,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-03-16 12:30:17,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-06-09 12:00:44,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-07-07 14:45:29,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-08-09 11:35:29,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2009-09-22 11:30:29,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-01-11 12:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-02-16 11:30:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2009PN070007,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-03-19 12:20:00,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2010PN070001,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-05-18 16:00:35,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2010PN070002,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-06-11 13:50:35,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2010PN070003,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-07-12 12:05:35,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2010PN070004,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-08-17 12:00:35,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",,
2010PN070005,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-09-17 14:30:35,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",5.71,L
2010PN070006,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,2010-10-12 13:00:35,WATER,"1,2,3,4-TETRAHYDRONAPHTHALENE, Grouped, NG/L",DS,
1989PN951960,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-08-12 12:30:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952049,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-09-19 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952244,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-10-12 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952601,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-11-29 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952656,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1989-12-12 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952674,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-01-13 12:30:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952795,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-02-11 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1989PN952995,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-03-13 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN950396,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-05-24 13:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN950662,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-06-16 09:35:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN951104,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-07-16 11:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN951351,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-08-15 14:30:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN951588,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-09-23 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN951764,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-10-15 11:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN951948,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-11-16 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN952205,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1990-12-14 11:45:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN952309,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-01-15 10:30:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN952427,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-02-18 10:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1990PN952595,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-03-17 11:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1991PN951146,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-05-15 12:00:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
1991PN951655,WOOD BUFFALO NATIONAL PARK MONITORING,ATHABASCA RIVER AT 27 BASELINE,AL07DD0001,58.10.21.000,111.22.13.000,,,,1991-06-11 14:30:00,WATER,"1-METHYLNAPHTHALENE, Grouped, NG/L",,
