CODE,DECIMALS,ABBREV,FULL_NAME,UNITS,NARR,National_VMV_Code
225,3,I-POC,"CARBON,PARTICULATE ORGANIC,INTEGRATED",MG C/L,"FROM INTEGRATED SAMPLE PARTICULATES WERE COLLECTED BY FILTERING A SAMPLE THROUGH  PRETREATED GF/C GLASS FIBRE FILTERS AND THE ANALYSIS WAS CONDUCTED WITH A HEWLETT-PACKARD MODEL 185 CHN ANALYZER WITH A STRIP CHART RECORDER AND SURFACE PEAK AREA INTEGRATOR. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",6902
226,1,D ORG C,"CARBON,DISSOLVED ORGANIC",MG C/L,"INFRARED ANALYSIS,BECKMAN 915 TOC ANALYZER.ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA. AUTOMATED UV METHOD USED AFTER 1972, PHILBERT AND TRAVERSY. INLAND WATERS BRANCH, CCIW., BURLINGTON. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",6104
227,3,POC,"CARBON,PARTICULATE ORGANIC",MG C/L,"PARTICULATES WERE COLLECTED BY FILTERING A SAMPLE THROUGH PRETREATED GF/C GLASS FIBRE FILTERS AND THE ANALYSIS WAS CONDUCTED WITH A HEWLETT-PACKARD MODEL 185 CHN ANALYZER WITH A STRIP CHART RECORDER AND SURFACE PEAK AREA INTEGRATOR. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",6902
228,1,C INORG,"CARBON,INORGANIC",MG C/L,"INFRARED ANALYSIS,BECKMAN 915 TOC ANALYZER.ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA. AUTOMATED U V METHOD USED AFTER 1972, PHILBERT AND TRAVERSY. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",15520
229,1,C TOT,"CARBON,TOTAL",MG C/L,"INFRARED ANALYSIS,BECKMAN 915 TOC ANALYZER.ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA. AUTOMATED U V METHOD USED AFTER 1972, PHILBERT AND TRAVERSY. INLAND WATERS BRANCH, CCIW., BURLINGTON. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",15521
230,1,ORG C,"CARBON,TOTAL ORGANIC",MG C/L,"INFRARED ANALYSIS,BECKMAN 915 TOC ANALYZER.ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA. AUTOMATED U V METHOD USED AFTER 1972, PHILBERT AND TRAVERSY. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",15522
231,0,T CO2,"CARBON,DIOXIDE TOTAL",UM/L,C02 IS THE TOTAL C02 IN MICROMOLES/LITRE BY VAN SLYKE METHOD. THE DATA WAS COLLECTED BY DR.WOOD. UNIV. OF PENNSYLVANIA.,
232,1,HC03,BICARBONATE,MG/L,"NOMOGRAPHIC COMPUTATION FROM ALKALINITY VALUES. STANDARD METHODS FOR THE EXAMINATION OF WATER AND WASTEWATER 13TH EDITION. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",60152
233,1,HC03 F,"BICARBONATE,FILTERED",MG/L,"NOMOGRAPHIC COMPUTATION FROM ALKALINITY VALUES. STANDARD METHODS FOR THE EXAMINATION OF WATER AND WASTEWATER 13TH EDITION. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",60152
234,2,SUGAR,CARBOHYDRATES AS D-XYLOSE,MG/L,"AUTOMATED PHENOL HYDROZINE SULFATE METHOD . ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA.",
235,3,TP-C,TOTAL PARTICULATE CARBON,MG C/L,CONSISTS OF PARTICULATE AND INORGANIC CARBON. SAMPLE PREPARATION IS THE SAME AS FOR P.O.C. BUT WITHOUT ACID WASH. P.O.C. IS CODE 227.,
236,1,D.I.C,DISSOLVED INORGANIC CARBON,MG C/L,"THROUGH AN AUTO ANALYZER SYSTEM, THE SAMPLE IS MIXED WITH SULFURIC ACID  THE RESULTING CO2 IS SEPARATED FROM THE LIQUID PHASE AND DETERMINED IN AN I.R. DETECTOR",100300
237,1,I-D.I.C.,DISSOLVED INORGANIC CARBON - INTEGRATED,MG C/L,"FILTERED INTEGRATED WATER SAMPLE THROUGH AN AUTO ANALYZER SYSTEM, THE SAMPLE IS MIXED WITH SULFURIC ACID. THE RESULTING CO2 IS SEPARATED FROM THE LIQUID PHASE AND DETERMINED IN AN I.R. DETECTOR.",6152
238,1,I-D.O.C.,DISSOLVED ORGANIC CARBON - INTEGRATED,MG C/L,"FILTERED INTEGRATED WATER SAMPLE. INFRARED ANALYSIS, BECKMAN 915 TOC ANALYZER.ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA. AUTOMATED U V METHOD USED AFTER 1972, PHILBERT AND TRAVERSY. INLAND WATERS BRANCH, CCIW., BURLINGTON. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",6104
239,1,BOD W,BIOCHEMICAL OXYGEN DEMAND,MG O2/L,"AIR IS BUBBLED THROUGH A DIFFUSION TUBE INTO THE SAMPLE FOR 5-10 MINUTES. ON ONE PORTION OF THE AERATED SAMPLE THE D.O. IS DETERMINED. ANOTHER PORTION IS INCUBATED AT 20 C FOR THE B.O.D. DETERMINATIONS. D.O. MEASURMENTS ARE MADE BY MODIFIED WINKLER METHOD. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",8201
240,1,BOD P,BIOCHEMICAL OXYGEN DEMAND - (PROBE),MG 02/L,"AIR IS BUBBLED THROUGH A DIFFUSION TUBE INTO THE SAMPLE FOR 5-10 MINUTES. ON ONE PORTION OF THE AERATED SAMPLE THE D.O. MEASURMENTS ARE MADE WITH A PROBE. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",8202
241,1,I-DOC NF,DISSOLVED ORGANIC CARBON - N.F. INTEG.,MG C/L,FROM A UNFILTERED INTEGRATED SAMPLE.,
242,1,COD,CHEMICAL OXYGEN DEMAND,MG 02/L,"MANUAL DICHROMATE DIGESTION METHOD. ANALYTICAL METHODS MANUAL, WATER QUALITY BRANCH, INLAND WATERS DIRECTORATE, OTTAWA.",
243,1,ALKCACO3,ALKALINITY N.F.,MG/L,TITROPROCESSOR A 50 ML SAMPLE IS TITRATED WITH 0.01N H2SO4. THE INFLECTION POINT IS DETECTED AUTOMATICALLY.,
244,2,I-D 02 W,"OXYGEN,DISSOLVED INTEGRATED",MG 02/L,"WINKLER METHOD SIMILAR TO CODE 245. THE MODIFIED WINKLER IODOMETRIC METHOD WAS USED FOR DISSOLVED OXYGEN MEASUREMENTS. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973.  PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",8101
245,2,D 02 W,"OXYGEN,CONCENTRATION DISSOLVED",MG 02/L,"THE MODIFIED WINKLER IODOMETRIC METHOD WAS USED FOR DISSOLVED OXYGEN MEASUREMENTS. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",8101
246,2,D 02 P,"OXYGEN,CONCENTRATION DISSOLVED (PROBE)",MG 02/L,"WESTON AND STACK OXYGEN ANALYZER,MODEL 300 WITH B.O.D. AGITATOR. WESTON AND STACK INC. MANUFACTURERS MANUAL, 1426 LEWIS LANE,WEST CHESTER,PA.",8102
247,0,SAT 02,"OXYGEN,% SAT. DISSOLVED",PERCENT,"WILLIAMS,D.J.,MANUAL OF METHODS FOR LIMNOLOGICAL OBSERVATIONS OF THE GREAT LAKES, CCIW., BURLINGTON, 1971. P.88.",8001
248,0,I-SAT 02,"OXYGEN,% SAT. DISSOLVED-INTEGRATED",PERCENT,"INTEGRATED SAMPLE. COMPUTED SIMILAR TO CODE 247. WILLIAMS,D.J.,MANUAL OF METHODS FOR LIMNOLOGICAL OBSERVATIONS OF THE GREAT LAKES, CCIW., BURLINGTON, 1971. P. 88.",8001
249,4,I-TP P,PHOSPHORUS TOTAL PARTICULATED-INTEGRATED,MG P/L,"FROM INTEGRATED SAMPLE PARTICULATES ARE COLLECTED BY FILTERING SAMPLE THROUGH A MEMBRANE FILTER. PHOSPHATES ARE LEACHED FROM THE FILTER WITH ACID PERSULPHATE DIGESTION FOLLOWED BY AUTOMATED COLORIMETRIC MOLYBDATE STANNOUS CHLORIDE METHOD. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",109106
250,3,I-NO2 F,NITRITE FIL. INTEGRATED,MG N/L,"FILTERED INTEGRATED WATER SAMPLE IS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTER AND NITRITE NITROGEN REACTS WITH SULPHANILAMIDE TO FORM A DIAZO COMPOUND. FURTHER REACTION WITH N-(1-NAPHTHYL) -ETHYLENEDIAMINE DIHYDROCHLORIDE PRODUCES AN AZODYE WHICH ABSORBS IN THE 520-550 MU LIGHT RANGE REF:4 BENDSCHNEIDER,K. AND R.J.ROBINSON, BENDSCHNEIDER, K. AND R.J. ROBINSON, 1952. A NEW SPECTROPHOTOMETRIC METHOD FOR THE DETERMINATION OF NITRITE IN SEA WATER. J. MAR RES., 11",7206
251,3,I-NO3+2F,NITRATE + NITRITE NITROGEN FIL.-INTEG.,MG N/L,"FILTERED INTEGRATED WATER SAMPLE IS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS AND THEN ANALYZED BY THE AUTOANALYZER CADIUM REDUCTION METHOD. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7110
252,3,I-NH3,AMMONIA NITROGEN SOLUBLE-INTEGRATED,MG N/L,"FILTERED INTEGRATED WATER SAMPLE. SAMPLE WAS FIRST FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS. THE AUTOANALYZER ORTHO-TOLIDINE METHOD, PRIOR TO 1973. AUTOMATED ALKALINE PHENOL METHOD THEREAFTER. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7555
253,3,I-TF KJN,TOTAL KJELDAHL NITROGEN FILT.-INTEG.,MG N/L,FILTERED INTEGRATED WATER SAMPLE. THROUGH AN AUTO ANALYZER SYSTEM THE SAMPLE IS CONTINUOUSLY DIGESTED WITH H2SO4 + OXIDENT AT 300 C (NH4) 2SO4 FORMED IS THEN COLORIMETRICALLY MEASURED USING SALYCILATE AND DICHLOROISOCYANURATE. DETECTION LIMIT 0.010 MG N/L,7014
254,3,T KJN NF,TOTAL KJELDAHL NITROGEN UNFILTERED,MG N/L,FROM AN UNFILTERED WATER SAMPLE. THROUGH AN AUTO ANALYZER SYSTEM THE SAMPLE IS CONTINUOUSLY DIGESTED WITH H2SO4 + OXIDENT AT 300 C (NH4) 2SO4 FORMED IS THEN COLORIMETRICALLY MEASURED USING SALYCILATE AND DICHLOROISOCYANURATE. DETECTION LIMIT 0.010 MG N/L,7010
255,3,I-TKN NF,TOTAL KJELDAHL NIT. N.F.-INTEGRATED,MG N/L,FROM A UNFILTERED INTEGRATED SAMPLE.,7010
256,3,I-NH3 NF,AMMONIA NITROGEN N.F. - INTEGRATED,MG N/L,FROM A UNFILTERED INTEGRATED SAMPLE.,
257,4,I-SR P,PHOSPHOROUS SOL. REACT. F.-INTEGRATED,MG P/L,"FILTERED INTEGRATED WATER SAMPLE AFTER SAMPLE WAS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTER. THE AUTOANALYZER AMMONIUM MOLYBDATE- STANNOUS CHLORIDE METHOD WAS USED FOR THE DETERMINATION OF SOLUBLE REACTIVE PHOSPHORUS. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",100302
258,4,I-TF P,"PHOSPHORUS,TOTAL FILTERED-INTEGRATED",MG P/L,"SAME AS FOR CODE 264 EXCEPT THAT AN INTEGRATED SAMPLE IS USED. ACID PERSULFATE DIGESTION FOLLOWED BY AUTOMATED COLORIMETRIC MOLYBDATE STANNOUS CHLORIDE METHOD. OBTAINED FROM INTEGRATED SAMPLE. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",15463
259,4,I-T P,"PHOSPHOROUS,TOTAL INTEGRATED SAMPLE",MG P/L,"ACID PERSULFATE DIGESTION FOLLOWED BY AUTOMATED COLORIMETRIC MOLYBDATE STANNOUS CHLORIDE METHOD. OBTAINED FROM INTEGRATED SAMPLE. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",15413
260,4,TP,"PHOSPHOROUS,TOTAL",MG P/L,"ACID PERSULFATE DIGESTION FOLLOWED BY AUTOMATED COLORIMETRIC MOLYBDATE STANNOUS CHLORIDE METHOD. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. DATA PRIOR TO 1972 HAVE BEEN CONVERTED FROM PO4 TO P USING THE MULTIPLICATION FACTOR OF 0.326. (PO4 X 0.326 = P, MG/L)",15413
261,3,%N,"NITROGEN,PERCENT",PERCENT,"SAMPLE IS TREATED WITH CONC. H2SO4, WASHED WITH DISTILLED WATER,DRIED, GROUND AND ANALYZED WITH CHN ANALYZER. DETECTION LIMIT IS 0.002%",
262,4,RP,"PHOSPHORUS, REACTIVE",MG P/L,"IS DETERMINED BY THE FORMATION OF THE PHOSPHOMOLYDATE COMPLEX BY TREATING THE SAMPLE WITH AMMONIUM MOLYBDATE AND SULPHURIC ACID.  STANNOUS CHLORIDE IS USED TO REDUCE THE COMPLEX TO MOLYBDENUM BLUE. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. DATA PRIOR TO 1972 HAVE BEEN CONVERTED FROM PO4 TO P USING THE MULTIPLICATION FACTOR OF 0.326. (PO4 X 0.326 = P, MG/L)",15255
263,4,SR P,"PHOSPHOROUS,SOLUBLE REACTIVE,FILTERED",MG P/L,"AFTER SAMPLE WAS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTER, THE AUTOANALYZER AMMONIUM MOLYBDATE-STANNOUS CHLORIDE METHOD WAS USED FOR THE DETERMINATION OF SOLUBLE REACTIVE PHOSPHORUS. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. DATA PRIOR TO 1972 HAVE BEEN CONVERTED FROM PO4 TO P USING THE MULTIPLICATION FACTOR OF 0.326. (PO4 X 0.326 = P, MG/L)",100302
264,4,TF P,"PHOSPHORUS,TOTAL FILTERED",MG P/L,"ACID PERSULFATE DIGESTION FOLLOWED BY AUTOMATED COLORIMETRIC MOLYBDATE STANNOUS CHLORIDE METHOD. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. DATA PRIOR TO 1972 HAVE BEEN CONVERTED FROM PO4 TO P USING THE MULTIPLICATION FACTOR OF 0.326. (PO4 X 0.326 = P, MG/L)",15463
265,3,TF KJN,"TOTAL KJELDAHL NITROGEN,FILTERED",MG N/L,FROM A FILTERED WATER SAMPLE THROUGH AN AUTO ANALYZER SYSTEM THE SAMPLE IS CONTINUOUSLY DIGESTED WITH H2SO4 + OXIDENT AT 300 C (NH4)2SO4 FORMED IS THEN COLORIMETRIC- ALLY MEASURED USING SALYCILATE AND DICHLOROISOCYANURATE. DETECTION LIMIT 0.010 MG N/L,7014
266,3,I-TF N,NITROGEN TOTAL FILTERED - INTEGRATED,MG N/L,FROM AN INTEGRATED SAMPLE (ANALYTICAL METHOD AS IN CODE 282),7651
267,3,I-N,"NITROGEN,TOTAL PARTICULATE - INTEGRATED",MG N/L,"FROM INTEGRATED SAMPLE PARTICULATES WERE COLLECTED BY FILTERING A SAMPLE THROUGH  PRETREATED GF/C GLASS FIBRE FILTERS AND THE ANALYSIS WAS CONDUCTED WITH A HEWETT-PACKARD MODEL 185 CHN ANALYZER WITH A STRIP CHART RECORDER AND SURFACE PEAK AREA INTEGRATOR. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7902
268,3,N TP,"NITROGEN,TOTAL PARTICULATE",MG N/L,"PARTICULATES WERE COLLECTED BY FILTERING SAMPLE THROUGH PRETREATED GF/C GLASS FIBRE FILTERS AND THE ANALYSIS WAS CONDUCTED WITH A HEWLETT-PACKARD MODEL 185 CHN ANALYZER WITH A STRIP CHART RECORDER, AND SURFACE PEAK AREA INTEGRATOR. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7902
269,3,TNF N,"NITROGEN,TOTAL NON-FILTERED",MG N/L,"AUTOMATED U.V. METHOD. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7601
270,3,NH3,"AMMONIA NITROGEN,SOLUBLE",MG N/L,"SAMPLE WAS FIRST FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS. THE AUTOANALYZER ORTHO-TOLIDINE METHOD, PRIOR TO 1973. AUTOMATED ALKALINE PHENOL METHOD THEREAFTER. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7555
271,3,N03 NF,"NITRATE NITROGEN,NON-FILTERED",MG N/L,"AUTOMATED COLORIMETRIC, CADMIUM REDUCTION. THE SAMPLE IS MIXED WITH AN EDTA SOLUTION OF PH 6.5-7.0 AND PASSED THROUGH A COIL CONTAINING CADMIUM FILING WHERE THE NITRATE IN THE SAMPLE IS REDUCED TO NITRITE. THE RESULANT NITRITE, WHICH IS FORMED IN A 85-95% YIELD, IS DETERMINED BY BENDSCHNEIDER AND ROBINSON METHOD. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",15519
272,3,N03 F,"NITRATE NITROGEN,FILTERED",MG N/L,"AUTOMATED COLORIMETRIC, CADMIUM REDUCTION. THE SAMPLE IS FIRST FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS AND THEN MIXED WITH AN EDTA SOLUTION OF PH 6.5-7.0 AND PASSED THROUGH A COIL CONTAINING CADMIUM FILLINGS WHERE THE NITRATE IN THE SAMPLE IS REDUCED TO NITRATE THE RESULTANT NITRATE, WHICH IS FORMED IN A 85-95% YIELD IS DETERMINED BY BENDSCHNEIDER AND ROBINSON METHOD. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",
273,3,N02 NF,"NITRITE NITROGEN,NON-FILTERED",MG N/L,"NITRITE NITROGEN REACTS WITH SULPHANILAMIDE TO FORM A DIAZO COMPOUND FURTHER REACTION WITH N-(1-NAPHTHYL)-ETHYLENEDIAMINE DIHYDROCHLORIDE PRODUCES AN AZODYE WHICH ABSORBS IN THE 520-550 MU LIGHT RANGE REF: 4 BENDSCHNEIDER,K.AND RJ.ROBINSON.1952.A NEW SPECTROPHOTOMETRIC METHOD FOR THE DETERMINATION OF NITRITE IN SEA WATER.J.MAR RES.,11,PP.87-96.",15518
274,3,N02 F,"NITRITE NITROGEN,FILTERED",MG N/L,"SAMPLE IS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTER AND NITRITE NITROGEN REACTS WITH SULPHANILAMIDE TO FORM A DIAZO COMPOUND FURTHER REACTION WITH N-(1-NAPHTHYL)-ETHYLENEDIAMINE DIHYDROCHLORIDE PRODUCES AN AZODYE WHICH ABSORBS IN THE 520-550 MU LIGHT RANGE REF: 4 BENDSCHNEIDER, K. AND R.J. ROBINSON, 1952. A NEW SPECTROPHOTOMETRIC METHOD FOR THE DETERMINATION OF NITRITE IN SEA WATER. J. MAR RES., 11",7206
275,3,NO3NO2NF,"NITRATE+NITRITE NITROGEN,N.F.",MG N/L,"BENDSCHNEIDER,K.AND RJ.ROBINSON.1952.A NEW SPECTROPHOTOMETRIC METHOD FOR THE DETERMINATION OF NITRITE IN SEA WATER.J.MAR RES.,11,PP.87-96 BREWER, P.G. AND J.P. RILEY. 1965. THE AUTOMATIC DETERMINATION OF NITRATE IN SEA WATER.DEEP SEA RESEARCH,VOL.12.PP. 765-772. ABBREVIATED IN EARLIER LISTINGS AS T NO3 NF",7112
276,3,NO3NO2 F,"NITRATE+NITRITE NITROGEN,FILTERED",MG N/L,"SAMPLE IS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS AND THEN ANALYZED BY THE AUTOANALYZER CADMIUM REDUCTION METHOD. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. ABBREVIATED IN EARLIER LISTINGS AS TF NO3",7110
277,3,T KJ N,"NITROGEN TOTAL KJELDAHL,N.F.",MG N/L,"SAMPLE IS DIGESTED WITH CONC. H2SO4, HGSO4 AND K2SO4 TO FORM NH4HSO4. THE SOLUTION IS MADE ALKALINE, AMMONIA DISTILLED AND COLLECTED IN BORIC ACID SOLUTION. DISTILLATE IS TITIRATED WITH STANDARD H2SO4. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 AFTER 1973,  AUTOMATED LOW LEVEL METHOD USED, SAMPLE DIGESTED WITH H2SO4 AND H2O, FOLLOWED BY COLORIMETRIC ANALYSIS USING SODIUM SALICYATE AND SODIUM CYANURAK.",7001
278,3,ORG N,"NITROGEN ORGANIC,NON-FILTERED",MG N/L,"AUTOMATED ULTRA-VIOLET DIGESTION METHOD OR CALCULATION FROM TOTAL KJELDAHL AND AMMONIA CONCENTRATIONS. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",15517
279,3,F ORG N,"NITROGEN ORGANIC,FILTERED",MG N/L,"AUTOMATED U.V. DIGESTION METHOD. AFTER SAMPLE FILTRATION THROUGH 0.45 MICRON MEMBRANE FILTER,THE AUTOMATED U.V. DIGESTION METHOD WAS USED. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979",15517
280,1,S04 NF,"SULPHATE, NON-FILTERED.",MG S04/L,"MANUAL TITRIMETRIC METHOD PRIOR TO 1969. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 AUTOMATED METHYL THYNOL BLUE METHOD AFTER 1969., PHILBERT AND TRAVERSY. INLAND WATERS,BRANCH CCIW., BURLINGTON. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",16307
281,2,RS,"SULPHIDE,NON-FILTERED",MG S/L,"ION SELECTIVE ELECTRODE., ORION RESEARCH INCORPORATED APPLICATIONS BULLETIN NO. 12, DETERMINATION OF TOTAL SULFIDE CONTENT IN WATER, 1969 I. SEKERKA AND J.F. LECHNER, SOME CHARACTEISTICS OF ION-SELECTIVE ELECTRODES, TECH. BULL. NO. 72. I.W.D. 1973.",
282,3,TF N,"NITROGEN TOTAL,FILTERED",MG N/L,"AUTOMATED U.V. DIGESTION METHOD AFTER SAMPLE FILTRATION THROUGH 0.45 MICRON MEMBRANE FILTER. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 PHILBERT AND TRAVERSY ., INLAND WATERS BRANCH, CCIW, BURLINGTON. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",7651
283,1,S04 F,"SULPHATE,FILTERED.",MG S04/L,"MANUAL TITRIMETRIC METHOD BEFORE 1969. REF: ANALYTICAL METHODS MANUAL, W.Q.B., I.W.D., OTTAWA 1979 AUTOMATED METHYL THYMOL BLUE METHOD AFTER 1969. PHILBERT AND TRAVERSY. INLAND WATERS, CCIW, BURLINGTON. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308.",16306
284,1,CL F,"CHLORIDE,FILTERED",MG CL/L,"SAMPLE WAS FIRST FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS. THE AUTOANALYZER MERCURIC THIOCYANATE METHOD WAS USED. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH,CCIW, BURLINGTON,1973. PROC. 16TH CONF. GREAT LAKES RESEARCH,1973. PAGES 294-308.",17206
285,3,S-ISE NF,SULFIDE ION SELECTIVE ELECT.,MG S/L,IN AN ALKALINE BUFFER (SAOB). SULFIDE CONCENTRATION IS DETERMINED BY ION SELECTIVE ELECTRODE. DETECTION LIMIT 0.02 MG S/L. ORION APPLICATIONS BULLETIN NO. 12,
286,3,S-COL NF,SULFIDE (COLOURIMETRICALLY),MG S/L,"THROUGH AN AUTO ANALYZER SYSTEM, THE SAMPLE IS MIXED WITH PARA- AMINODIMETHYLANILINE AND HCL-FERRIC CHLORIDE TO YIELD METHLAN BLUE WHICH IS MEASURED COLOURIMETRICALLY AT 660 MU. DETECTION LIMIT 0.001 MG S/L.  TECHNICAN INDUSTRIAL METHOD NO. 112-71W  FEB. 1973",
287,1,I-CL F,"CHLORIDE,FILTERED-INTEGRATED",MG CL/L,FROM A FILTERED INTEGRATED SAMPLE.,16307
288,2,F F,"FLUORIDE,FILTERED",MG F/L,"SAMPLE WAS FILTERED THROUGH 0.45 MICRON MEMBRANE FILTERS FOLLOWED BY THE AUTOMATED SODIUM 2-(P-SULFO-PHENYLAZO)-18-DIXHYROXYNAPHTHALENE- 3,6-DISULFONATE (SPADNS) DISTILLATION METHOD. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. PRIOR TO 1971 FLOURIDE WAS ENTERED TO 3 DECIMAL PLACES.",9117
289,2,F,"FLOURIDE,NON-FILTERED",MG F/L,"BY THE AUTOMATED SODIUM 2-(P-SULFO-PHENYLAZO)-18- DIXHYROXYNAPHTHALENE-3,6-DISULFONATE (SPADNS) DISTILLATION METHOD. PHILBERT AND TRAVERSY, INLAND WATERS BRANCH, CCIW., BURLINGTON. 1973. PROC. 16TH CONF. GREAT LAKES RES. 1973. PAGES 294-308. PRIOR TO 1971 FLOURIDE WAS ENTERED TO 3 DECIMAL PLACES.",9118
